"TOA5","CR6_HU","CR6","1449","CR6.Std.01","CPU:Tower2irrad.CR6","35696","TableHour"
"TIMESTAMP","RECORD","PAR_Den_Hst(1)","PAR_Den_Hst(2)","PAR_Den_Hst(3)","PAR_Den_Hst(4)","PAR_Den_Hst(5)","PAR_Den_Hst(6)","PAR_Den_Hst(7)","PAR_Den_Hst(8)","PAR_Den_Hst(9)","PAR_Den_Hst(10)","PAR_Den_Hst(11)","PAR_Den_Hst(12)","PAR_Den_Hst(13)","PAR_Den_Hst(14)","PAR_Den_Hst(15)","PAR_Den_Hst(16)","PAR_Den_Hst(17)","PAR_Den_Hst(18)","PAR_Den_Hst(19)","PAR_Den_Hst(20)","PAR_Den_Hst(21)","PAR_Den_Hst(22)","PAR_Den_Hst(23)","PAR_Den_Hst(24)","PAR_Den_Hst(25)","PAR_BF_tot_Hst(1)","PAR_BF_tot_Hst(2)","PAR_BF_tot_Hst(3)","PAR_BF_tot_Hst(4)","PAR_BF_tot_Hst(5)","PAR_BF_tot_Hst(6)","PAR_BF_tot_Hst(7)","PAR_BF_tot_Hst(8)","PAR_BF_tot_Hst(9)","PAR_BF_tot_Hst(10)","PAR_BF_tot_Hst(11)","PAR_BF_tot_Hst(12)","PAR_BF_tot_Hst(13)","PAR_BF_tot_Hst(14)","PAR_BF_tot_Hst(15)","PAR_BF_tot_Hst(16)","PAR_BF_tot_Hst(17)","PAR_BF_tot_Hst(18)","PAR_BF_tot_Hst(19)","PAR_BF_tot_Hst(20)","PAR_BF_tot_Hst(21)","PAR_BF_tot_Hst(22)","PAR_BF_tot_Hst(23)","PAR_BF_tot_Hst(24)","PAR_BF_tot_Hst(25)","PAR_BF_diff_Hst(1)","PAR_BF_diff_Hst(2)","PAR_BF_diff_Hst(3)","PAR_BF_diff_Hst(4)","PAR_BF_diff_Hst(5)","PAR_BF_diff_Hst(6)","PAR_BF_diff_Hst(7)","PAR_BF_diff_Hst(8)","PAR_BF_diff_Hst(9)","PAR_BF_diff_Hst(10)","PAR_BF_diff_Hst(11)","PAR_BF_diff_Hst(12)","PAR_BF_diff_Hst(13)","PAR_BF_diff_Hst(14)","PAR_BF_diff_Hst(15)","Solar_irrad_Hst(1)","Solar_irrad_Hst(2)","Solar_irrad_Hst(3)","Solar_irrad_Hst(4)","Solar_irrad_Hst(5)","Solar_irrad_Hst(6)","Solar_irrad_Hst(7)","Solar_irrad_Hst(8)","Solar_irrad_Hst(9)","Solar_irrad_Hst(10)","Solar_irrad_Hst(11)","Solar_irrad_Hst(12)","Solar_irrad_Hst(13)","Solar_irrad_Hst(14)","Solar_irrad_Hst(15)","Solar_irrad_Hst(16)","Solar_irrad_Hst(17)","Solar_irrad_Hst(18)","Solar_irrad_Hst(19)","Solar_irrad_Hst(20)","Solar_irrad_Hst(21)","Solar_irrad_Hst(22)","Solar_irrad_Hst(23)","Solar_irrad_Hst(24)","Solar_irrad_Hst(25)","PAR_DenLog_Hst(1)","PAR_DenLog_Hst(2)","PAR_DenLog_Hst(3)","PAR_DenLog_Hst(4)","PAR_DenLog_Hst(5)","PAR_DenLog_Hst(6)","PAR_DenLog_Hst(7)","PAR_DenLog_Hst(8)","PAR_DenLog_Hst(9)","PAR_DenLog_Hst(10)","PAR_DenLog_Hst(11)","PAR_DenLog_Hst(12)","PAR_BF_totLog_Hst(1)","PAR_BF_totLog_Hst(2)","PAR_BF_totLog_Hst(3)","PAR_BF_totLog_Hst(4)","PAR_BF_totLog_Hst(5)","PAR_BF_totLog_Hst(6)","PAR_BF_totLog_Hst(7)","PAR_BF_totLog_Hst(8)","PAR_BF_totLog_Hst(9)","PAR_BF_totLog_Hst(10)","PAR_BF_totLog_Hst(11)","PAR_BF_totLog_Hst(12)","PAR_BF_diffLog_Hst(1)","PAR_BF_diffLog_Hst(2)","PAR_BF_diffLog_Hst(3)","PAR_BF_diffLog_Hst(4)","PAR_BF_diffLog_Hst(5)","PAR_BF_diffLog_Hst(6)","PAR_BF_diffLog_Hst(7)","PAR_BF_diffLog_Hst(8)","PAR_BF_diffLog_Hst(9)","PAR_BF_diffLog_Hst(10)","PAR_BF_diffLog_Hst(11)","PAR_BF_diffLog_Hst(12)","Solar_irradLog_Hst(1)","Solar_irradLog_Hst(2)","Solar_irradLog_Hst(3)","Solar_irradLog_Hst(4)","Solar_irradLog_Hst(5)","Solar_irradLog_Hst(6)","Solar_irradLog_Hst(7)","Solar_irradLog_Hst(8)","Solar_irradLog_Hst(9)","Solar_irradLog_Hst(10)","PAR_Den_Avg","PAR_DenSqr_Avg","PAR_Den_Std","PAR_BF_tot_Avg","PAR_BF_totSqr_Avg","PAR_BF_tot_Std","PAR_BF_diff_Avg","PAR_BF_diffSqr_Avg","PAR_BF_diff_Std","Solar_irrad_Avg","Solar_irradSqr_Avg","Solar_irrad_Std"
"2015-08-23 20:00:00",100,0.008,0.327,0.497,0.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397,0.381,0.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356,0.644,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.409,0.458,0.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.186,0.416,0.389,0,0,0,0,0,0,0,0,0,0.225,0.368,0.407,0,0,0,0,0,0,0,0,0.356,0.644,0,0,0,0,0,0,0,0,0,0,0.02,0.266,0.523,0.192,0,0,227.7952,56065.99,64.61668,229.6203,58040.41,72.90348,105.0838,11279.95,15.40612,108.3085,12808.92,32.83569
"2015-08-23 21:00:00",101,0.924,0.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.941,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214,0.151,0.182,0.165,0.212,0.076,0,0,0,0,0,0,0.241,0.161,0.16,0.166,0.214,0.059,0,0,0,0,0,0,0.253,0.149,0.189,0.289,0.121,0,0,0,0,0,0,0,0.221,0.162,0.177,0.194,0.232,0.014,0,0,0,0,45.04451,3017.212,31.43573,43.00494,2797.156,30.78523,34.99825,1645.406,20.50681,15.94436,570.8361,17.79365
"2015-08-23 22:00:00",102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774,0,0,0,0,0,0,0,0,0,0,0.226,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.774,0,0,0,0,0,0,0,0,0.226,1.137023,4.239113,1.716476,1.375743,3.49144,1.264425,1.553736,4.064316,1.284609,-4.187031,17.65458,0.3512172
"2015-08-23 23:00:00",103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.999,-0.04992331,0.00270729,0.01466127,0.6973974,0.4865164,0.01237981,0.8642258,0.7469656,0.008910927,-4.272974,18.33458,0.2761763
"2015-08-24 00:00:00",104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.05630807,0.003389778,0.01480471,0.7008963,0.4914014,0.01207884,0.8474402,0.7182319,0.008766819,-4.270511,18.3636,0.3554399
"2015-08-24 01:00:00",105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.05904705,0.003713906,0.01507817,0.7096528,0.5037715,0.01281827,0.829944,0.6888783,0.008438873,-4.000234,16.23367,0.4814471
"2015-08-24 02:00:00",106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.05821048,0.003588833,0.0141553,0.7134762,0.5091921,0.01199594,0.8298322,0.6886786,0.007552644,-3.946374,15.95307,0.6157939
"2015-08-24 03:00:00",107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194,0,0,0,0,0,0,0,0,0,0,0.806,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.194,0,0,0,0,0,0,0,0,0.806,-0.01701372,0.0006795718,0.01975107,0.7042906,0.4961618,0.01168583,0.8489932,0.7209666,0.01331425,-3.450418,12.17121,0.515577
"2015-08-24 04:00:00",108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.05191619,0.002899684,0.0142966,0.6987509,0.4884084,0.01247702,0.862517,0.7439927,0.007555628,-3.752648,14.14655,0.2533289
"2015-08-24 05:00:00",109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.999,-0.05171091,0.003006937,0.01824605,0.6960996,0.4847075,0.01236098,0.8639998,0.7465769,0.009010169,-3.836331,14.85074,0.3651047
"2015-08-24 06:00:00",110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.929,0,0,0,0,0,0,0,0,0,0,0.071,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.929,0,0,0,0,0,0,0,0,0.071,3.40845,29.80766,4.264989,3.284726,23.71728,3.595533,3.428364,24.94071,3.631395,-2.494775,11.95343,2.393645
"2015-08-24 07:00:00",111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.158,0.206,0.279,0.346,0,0,0,0,0,0,0,0.046,0.154,0.206,0.294,0.3,0,0,0,0,0,0,0,0.047,0.153,0.206,0.294,0.3,0,0,0,0,0,0,0,0.018,0.168,0.224,0.313,0.277,0,0,0,0,0,51.69944,3224.474,23.48705,48.41253,2845.072,22.38972,48.41885,2840.464,22.27283,17.00953,364.717,8.682899
"2015-08-24 08:00:00",112,0.052,0.25,0.463,0.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0.318,0.377,0.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0.177,0.401,0.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0.125,0.274,0.549,0,0,0,0,0,0,0,0,0.064,0.157,0.363,0.415,0,0,0,0,0,0,0,0,0.065,0.496,0.439,0,0,0,0,0,0,0,0,0,0.101,0.121,0.508,0.27,0,0,240.7238,63924.47,77.30814,230.2087,59989.9,83.62936,147.3311,22665.55,30.96922,121.7137,16904.45,45.71891
"2015-08-24 09:00:00",113,0,0,0.1,0.226,0.27,0.192,0.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.107,0.296,0.256,0.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546,0.454,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0.07,0.215,0.244,0.184,0.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0.266,0.529,0.151,0,0,0,0,0,0,0,0,0.053,0.141,0.604,0.203,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.095,0.461,0.444,0,466.8224,232969.3,122.6625,495.6603,261418.2,125.4555,195.0379,38481.38,21.01444,232.1428,58903.12,70.80149
"2015-08-24 10:00:00",114,0.015,0.006,0.001,0,0,0.001,0.27,0.431,0.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.485,0.451,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708,0.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351,0.341,0.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0.001,0.003,0.004,0.003,0.001,0.001,0.977,0,0.002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.008,0,0.001,0.001,0.004,0.004,0.002,0.001,0.624,0.355,734.4329,553528.9,118.9003,799.1729,643344.4,68.31615,196.7501,38784.71,8.609081,374.8217,141880.8,37.27626
"2015-08-24 11:00:00",115,0.001,0,0,0.002,0,0.002,0,0,0.164,0.475,0.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339,0.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0.479,0.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0.002,0.002,0.639,0.356,0,0,0,0,0,0,0,0,0,0,0.339,0.661,0,0,0,0,0,0,0,0.562,0.438,0,0,0,0,0,0,0,0.001,0.001,0,0,0.002,0.002,0.994,963.1546,933383.1,75.6063,1019.344,1041821,52.52743,238.5513,57153.14,15.69742,491.8482,242777.3,29.37069
"2015-08-24 12:00:00",116,0,0,0,0,0,0,0,0,0,0,0.243,0.757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0.715,0.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,0.701,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1135.552,1291028,39.37813,1164.837,1358325,38.47474,268.2195,71988.98,6.87852,579.8433,336650,20.77721
"2015-08-24 13:00:00",117,0,0,0,0,0,0,0,0,0,0,0,0.031,0.969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187,0.813,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865,0.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.533,0.467,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1239.259,1536186,20.55118,1324.271,1755846,46.40587,251.2261,63127.96,3.663469,636.0699,404725.9,11.87339
"2015-08-24 14:00:00",118,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773,0.227,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.733,0.268,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1273.075,1620734,3.805404,1375.771,1893223,21.82969,245.9051,60499.2,5.466661,657.4067,432188.6,2.228028
"2015-08-24 15:00:00",119,0,0,0,0,0,0,0,0,0,0,0,0.089,0.911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.631,0.019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.791,0.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1236.293,1528950,22.98473,1323.156,1753266,50.24895,233.4569,54566.91,8.050315,639.0733,408536.5,11.03372
"2015-08-24 16:00:00",120,0,0,0,0,0,0,0,0,0,0,0.342,0.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0.464,0.489,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256,0.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146,0.551,0.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1123.017,1263331,46.51631,1194.086,1429372,59.41177,209.273,43922.39,11.27817,581.0785,338284.1,25.1365
"2015-08-24 17:00:00",121,0,0,0,0,0,0,0,0,0.374,0.458,0.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191,0.414,0.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293,0.425,0.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.832,0.168,0,0,0,0,0,0,0,0,0,0,0.605,0.395,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,925.8063,861319.1,64.82185,973.5458,952425.8,68.07643,210.1112,44150.89,2.041739,475.9407,227641,33.48849
"2015-08-24 18:00:00",122,0,0,0,0,0,0.143,0.389,0.416,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0.383,0.352,0.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708,0.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0.387,0.392,0.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258,0.743,0,0,0,0,0,0,0,0,0,0,0.205,0.795,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0.16,689.8771,481038.4,71.47034,714.6851,517137.2,79.76512,196.5083,38676.03,7.777826,354.6711,127125.8,36.52604
"2015-08-24 19:00:00",123,0,0,0,0.366,0.378,0.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.383,0.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363,0.362,0.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361,0.639,0,0,0,0,0,0,0,0,0,0,0.285,0.715,0,0,0,0,0,0,0,0,0.271,0.729,0,0,0,0,0,0,0,0,0,0,0,0,0.674,0.326,0,435.1679,194879,74.21478,452.2963,209791.1,72.24357,168.1307,28422.6,12.43604,220.0161,49977.01,39.62234
"2015-08-24 20:00:00",124,0.109,0.439,0.423,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128,0.425,0.371,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353,0.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132,0.436,0.408,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,0.231,0.413,0.247,0,0,0,0,0,0,0,0,0.128,0.243,0.367,0.263,0,0,0,0,0,0,0,0,0.353,0.647,0,0,0,0,0,0,0,0,0,0,0.159,0.297,0.498,0.046,0,0,193.4917,41596.88,64.48123,192.9578,42201.31,70.48813,110.2423,12678.12,22.90738,94.39834,10014.79,33.22266
"2015-08-24 21:00:00",125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296,0.149,0.172,0.206,0.178,0,0,0,0,0,0,0,0.323,0.158,0.167,0.204,0.149,0,0,0,0,0,0,0,0.335,0.145,0.184,0.29,0.046,0,0,0,0,0,0,0,0.302,0.158,0.182,0.225,0.133,0,0,0,0,0,35.35203,1854.297,24.58721,33.04933,1640.206,23.40829,29.95902,1262.473,19.10316,12.34533,346.8187,13.94315
"2015-08-24 22:00:00",126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666,0,0,0,0,0,0,0,0,0,0,0.334,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.666,0,0,0,0,0,0,0,0,0.334,0.7105758,1.817119,1.145514,1.094194,1.919387,0.8497803,1.331585,2.503451,0.854594,-4.018989,16.29424,0.3767797
"2015-08-24 23:00:00",127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0559779,0.003374709,0.01553009,0.6789604,0.4611382,0.01228885,0.9378632,0.8796852,0.009887977,-3.227111,10.50777,0.3058151
"2015-08-25 00:00:00",128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.999,-0.05363876,0.003142073,0.01627749,0.6783832,0.4603495,0.0120695,0.9345285,0.8734201,0.008747919,-3.724399,14.00684,0.3683583
"2015-08-25 01:00:00",129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.999,-0.04720971,0.002461216,0.01524665,0.6846013,0.4688284,0.01222683,0.9283484,0.8618933,0.007912491,-2.998242,9.23772,0.4982603
