"wavelength" "BPf1sun00000" "BPf1sun00001" "BPf1sun00002" "BPf1sun00003" "BPf1sun00004" "BPf1sun00005" "BPf1sun00006" "BPf1sun00007" "BPf1sun00008" "BPf1sun00009" "BPf1sun00010" "BPf1sun00011" "BPf1sun00012" "BPf1sun00013" "BPf1sun00014" "BPf1sun00015" "BPf1sun00016" "BPf1sun00017" "BPf1sun00018" "BPf1sun00019" "BPf1sun00020" "BPf1sun00021" "BPf1sun00022" "BPf1sun00023" "BPf1sun00024" "BPf1sun00025" "BPf1sun00026" "BPf1sun00027" "BPf1sun00028" "BPf1sun00029" "BPf1sun00030" "BPf1sun00031" "BPf1sun00032" "BPf1sun00033" "BPf1sun00034" "BPf1sun00035" "BPf1sun00036" "BPf1sun00037" "BPf1sun00038" "BPf1sun00039" "BPf1sun00040" "BPf1sun00041" "BPf1sun00042" "BPf1sun00043" "BPf1sun00044" "BPf1sun00045" "BPf1sun00046" "BPf1sun00047" "BPf1sun00048" "BPf1sun00049" "BPf1sun00050" "BPf1sun00051" "BPf1sun00052" "BPf1sun00053" "BPf1sun00054" "BPf1sun00055" "BPf1sun00056" "BPf1sun00057" "BPf1sun00058" "BPf1sun00059" "BPf1sun00060" "BPf1sun00061" "BPf1sun00062" "BPf1sun00063" "BPf1sun00064" "BPf1sun00065" "BPf1sun00066" "BPf1sun00067" "BPf1sun00068" "BPf1sun00069" "BPf1sun00070" "BPf1sun00071"
401.47 0.42918047138487 0.425212187079582 0.410672734298107 0.419876010601741 0.38529898746867 0.36535584325121 0.386281925546906 0.376546617763252 0.369351786370809 0.367299024153851 0.364952467844018 0.355893157853058 0.381228641787317 0.376610724158457 0.360851738315492 0.359430100149262 0.357588685574682 0.334037545163701 0.329056893879499 0.305140052275527 0.302945792193547 0.303670144428737 0.285706851052531 0.284041590796395 0.282799798003775 0.276750944635152 0.27534721409356 0.258457231989551 0.251578764286406 0.248512035835657 0.251604180155557 0.253282254066684 0.252012341566123 0.247940570570676 0.24768299025608 0.25360744769564 0.259319894511853 0.26313013014768 0.269997084077262 0.281002802302804 0.269372382051957 0.269251286791534 0.269926840563443 0.274836744333399 0.278165601742451 0.265939857387864 0.261888566127087 0.262647378268783 0.277941783617159 0.268704415788239 0.253987450720722 0.255877491300477 0.24730194560992 0.246597626455882 0.256519206340539 0.246782251109001 0.239210943800834 0.240736122830809 0.234900608623105 0.230586388026614 0.231320832231572 0.23155229842849 0.220971722697684 0.217127325345136 0.207857614936277 0.209687150544149 0.210314710287858 0.206018136422888 0.20355359262124 0.201654389144576 0.203421983018208 0.203720190784636
401.93 0.436637644198139 0.432941773771891 0.418303675145486 0.425784459484681 0.391024104367559 0.369242474873787 0.39082183458116 0.381655454320137 0.372823059735196 0.372842896161912 0.367984063749783 0.363984123486757 0.388256362285216 0.383524116735066 0.36506285214413 0.366730401795135 0.36213197438063 0.336194993940937 0.332658452105195 0.312111636724227 0.307493494934266 0.307312296678598 0.290369953260731 0.290179917828142 0.285002277020111 0.281269533924135 0.278184191187861 0.26384440039762 0.255489202059956 0.250908047722541 0.254845364017844 0.256824137926091 0.256286903389529 0.253744259993676 0.252098215526778 0.259947420507855 0.262291548530453 0.269573035171542 0.272510357895276 0.286050774363326 0.273134777553034 0.273297989358926 0.275017170718008 0.281845352930241 0.28260014927978 0.270074450309484 0.265493843320677 0.265591839553993 0.278266992353467 0.272234829517937 0.256990476716242 0.260833739586613 0.251576013518469 0.251349626923194 0.260520882089637 0.249192044821396 0.243450954376424 0.244172244706384 0.240335285722188 0.232250122618414 0.235394742614646 0.234359023738366 0.225229238969728 0.2184450437488 0.21121072888254 0.211891895642504 0.211474905020066 0.208575062360344 0.206429709175463 0.205182663736115 0.206136344650249 0.205714896307604
402.4 0.434266095958315 0.429976520731309 0.416762036190465 0.423468801765985 0.388690965019336 0.37119267404741 0.38982185496318 0.38333197967852 0.372344834489597 0.370007683912549 0.367078773653362 0.360548479551556 0.388223763203365 0.382387317367873 0.365278927970706 0.36332274603215 0.360368835192314 0.33659551213587 0.333783612778178 0.310824453243457 0.307023526572936 0.305318514967337 0.288274778838121 0.289090166499135 0.28490621862966 0.281237273424416 0.278117917415263 0.259997634748853 0.25526848317785 0.250901504469161 0.253189376591379 0.25455361436413 0.253942574971811 0.252281615144574 0.250765198701698 0.257359397190921 0.260968597733485 0.265598140781761 0.27051557895463 0.283254291280116 0.271413338867123 0.272406752186886 0.272812336857613 0.276521473380438 0.279262820238254 0.267476897150307 0.264754567515139 0.265543031729915 0.279453244064896 0.27161675431197 0.254738029692144 0.259588100057664 0.248986840259907 0.248703023888032 0.258557395679119 0.25123945188887 0.243401884703585 0.241710750357349 0.240683444559123 0.231621939791719 0.231765388793741 0.23306508319092 0.222991913388057 0.218710434164883 0.209649741303006 0.211503865429797 0.211472124533884 0.208296238738377 0.205485681091985 0.204083248060117 0.202924147188515 0.203828625684571
402.87 0.434882283990355 0.43286190878575 0.41797503442163 0.425643391822727 0.389730326645482 0.369572203341507 0.391059601500583 0.381328230286395 0.373303419871126 0.372609587471642 0.368873910087364 0.363785261605387 0.387604942645269 0.384517722789696 0.363804323100778 0.362425544134718 0.361587642198272 0.336237782902421 0.333422963619191 0.31065208739493 0.307952318566522 0.306061270544788 0.290020635187807 0.290473754715188 0.285249577854368 0.280759540855102 0.278478324632273 0.261523248791627 0.253367655917578 0.252069934213961 0.254731883928831 0.254883360754804 0.255273322662747 0.255265584882207 0.251634159530849 0.25948132119134 0.26386142314234 0.267289836930696 0.271575103943924 0.284432175653347 0.27272063793872 0.270281484527522 0.275276309813103 0.278276207405164 0.283111628687027 0.268753973675287 0.264498722831371 0.265975057336823 0.280080375693544 0.270923494735836 0.25611677363181 0.26024502753578 0.249920218153713 0.250746354157037 0.25931686579081 0.251427656112706 0.244609035666388 0.240953953926756 0.240818411253119 0.232489013696942 0.23337123971221 0.234308092105532 0.224150320763148 0.218142225529606 0.211999748589542 0.211003967662569 0.212359985872164 0.207784561004021 0.204182626253945 0.204390843015465 0.205710179031661 0.205244857035045
403.34 0.424134150893081 0.417741356429893 0.403853882544301 0.411963271346077 0.377487558381352 0.359997194288557 0.379301525478428 0.368502634645777 0.361413584440624 0.359761842829231 0.354999466458658 0.350339714618421 0.373959933652031 0.372088266165032 0.353798758831797 0.350375576670672 0.350043070225314 0.326949919932613 0.32378538821432 0.300959583835513 0.296461613832297 0.297792003145678 0.279449479882452 0.279045985574584 0.27654811435724 0.27193330982037 0.268772856433593 0.254220090634929 0.246350974264738 0.242848778245842 0.246019407100903 0.247693731153959 0.247782974410043 0.244281382266101 0.242832893780108 0.252197858596397 0.254644682350181 0.258871543634413 0.263293564918236 0.27601613250376 0.264655797196102 0.262844330873347 0.266988639381701 0.269672217112627 0.2720236455806 0.259984839142286 0.25683025787336 0.257539794519561 0.269824423494549 0.26252945413449 0.247885793564187 0.249905174892765 0.242639826493046 0.242003166742656 0.251282655441983 0.243350863457969 0.23637049248539 0.234472280669007 0.232161331426479 0.224644331357038 0.227170103570441 0.226208485432519 0.216385922115671 0.211691473220073 0.204243369832285 0.204216225460028 0.204451831887816 0.202332749127244 0.198181941282368 0.197567606965049 0.200564912036972 0.198443095361679
403.8 0.420653825445344 0.413854447983851 0.399883518669755 0.410158835997657 0.375673552209793 0.357071756636673 0.375178351819265 0.365085059517045 0.358783482188081 0.358306348060289 0.355517808573098 0.34751101870133 0.371555851739946 0.368882729369568 0.351589207454727 0.350812031242118 0.347582110883609 0.32471810580677 0.321460019263473 0.299050439887343 0.295074998236441 0.293314666417048 0.278685458314055 0.278173827785521 0.274997674524191 0.2672955658191 0.267878475989106 0.251966570164477 0.243093343660543 0.240674189514697 0.244402561801098 0.245421860671528 0.244562356946182 0.242469896316127 0.241379569658704 0.249186883821912 0.251886384267957 0.256521011845802 0.262082174025387 0.273398426809191 0.262483072841868 0.261267910019867 0.263931906037365 0.267431476032093 0.269630485208438 0.257662035568136 0.255540882758043 0.254400841526199 0.268967825359087 0.260479046352395 0.246038483541573 0.249111796667395 0.240090168815901 0.240086907579392 0.248757525174836 0.241620012602129 0.234197186942736 0.232944282381012 0.231812663149836 0.223656445154851 0.222859765682214 0.22415139804152 0.213545938043851 0.210804409025847 0.202865433499035 0.203025878673118 0.202274014966228 0.201264027714638 0.197070870854059 0.19697079068177 0.197199491563126 0.194923431271384
404.27 0.429711052913187 0.426539272814289 0.410974623664319 0.420372855546875 0.384313563441672 0.366535416942385 0.38557905827303 0.375245756656315 0.365848903812798 0.366371084734377 0.364222516389124 0.358023923553733 0.381624758913597 0.378179463034278 0.358584845689063 0.357743874918412 0.357670463209043 0.333953948148145 0.328188011157341 0.303818693030821 0.30289880059472 0.300855645929397 0.285482497681184 0.28509230048015 0.281309622642504 0.27597868833659 0.27336619335863 0.257056021283819 0.248971570151655 0.245235354441487 0.250919062313338 0.249517601150972 0.250724532960025 0.247479378639578 0.246524313653446 0.254708112937749 0.257643694320144 0.26263829184546 0.267001996998157 0.279446456044777 0.267890908846155 0.269158191195849 0.269614259068711 0.273678374586771 0.275164799637708 0.263761462846664 0.262224458789711 0.261642081575726 0.274919196316778 0.266931698719827 0.251954780982747 0.254731660651466 0.247323756506963 0.244230439160903 0.255586817610901 0.246262744785399 0.239451713971997 0.237197562064803 0.236005339989388 0.228476054237458 0.229351895902398 0.228879219043735 0.219623796308422 0.213637837981936 0.205609033451029 0.205533133951983 0.207785408772616 0.204812929108568 0.201375042021525 0.199894079657058 0.20042488514244 0.201624085069729
404.74 0.400168074196221 0.398384043444016 0.38260350453028 0.393566227508507 0.360691027894034 0.341298443343408 0.361861229826416 0.351510604934043 0.342099236546064 0.343237525840252 0.337915801034397 0.332701893488428 0.354713483744036 0.354675219033661 0.334370342049663 0.334557211910774 0.332286134982437 0.308464736158977 0.306033201327201 0.284419023070699 0.282871499744706 0.281094498224737 0.265865053921603 0.265215387830681 0.2645054894015 0.256312498912745 0.256822345748238 0.240717694319901 0.23423012446602 0.231521426795034 0.234886456825127 0.235218459493913 0.234623664554747 0.232831602005129 0.230505377071519 0.235360155636212 0.242105119861936 0.247252604165655 0.250668534077576 0.261738690487875 0.251325685653063 0.250750148519049 0.251604810259682 0.254249958875528 0.257409907688299 0.24585849205542 0.241658783188642 0.244848358576791 0.256804967483894 0.248531759270032 0.234787859814801 0.239132218352752 0.230717754848132 0.227419432698341 0.236479764530237 0.228261366245318 0.222159160131172 0.223397329998266 0.220588351315409 0.213709162441132 0.214127501913197 0.213512100128736 0.205877159501136 0.201615272156859 0.194895905737408 0.193190856190564 0.194547650431466 0.192082510461291 0.189131589565348 0.187583360951932 0.18800000367653 0.188173403826674
405.2 0.399898403640965 0.396224484288822 0.381512944681352 0.391966856431699 0.357020889351006 0.338768009610921 0.355679295688697 0.349656619566517 0.34063340975215 0.339725672537005 0.337052816039751 0.331312078927332 0.353546283475177 0.350009088099988 0.331981870602497 0.335020955925239 0.329377343626444 0.308258365438661 0.30542153394689 0.283866281260578 0.279799900675226 0.280932052381842 0.264389183890765 0.262452319262249 0.260634468337061 0.2567298129987 0.254875112993443 0.239165649286411 0.231745287698277 0.229480303316709 0.230884803151914 0.232108854579417 0.232720304639187 0.231217707891521 0.228289748283187 0.236002651643681 0.240669705787058 0.243707494717824 0.246262416805718 0.258519327450498 0.248525849039682 0.248131469967044 0.250045950856087 0.254487303273562 0.256316786886414 0.244595937263821 0.242228964202895 0.243674591142994 0.254980163915742 0.247578236043387 0.23229132482237 0.236119305139716 0.22821915000347 0.226504652224392 0.235819743091 0.228264697664993 0.221547803371547 0.22078778431719 0.21945690022754 0.211975954957154 0.211546653967853 0.213292995944398 0.204561245842146 0.198907261993835 0.191426316454574 0.193101000895981 0.194583835865521 0.189441807007352 0.187010258417248 0.186304402616831 0.185949056952307 0.185558124629306
405.67 0.408403949490392 0.404363433682482 0.390977505931361 0.398181524219737 0.364638064810346 0.34778855857346 0.368012556581608 0.356960373689807 0.350224628827284 0.349552099258958 0.346799494953881 0.339782570020012 0.363573847685216 0.359226128537217 0.341437071024282 0.341907206085646 0.337712567698519 0.314325319000795 0.311891031097951 0.28954446816943 0.286652328929039 0.286040707359117 0.270703985366256 0.270452102747978 0.269678257895342 0.260679546123682 0.26143290417566 0.245488199360669 0.237983882856051 0.233456843979683 0.236981168770036 0.240061502989826 0.239750937287417 0.23582689757761 0.23395009272913 0.243216114862442 0.245788484199359 0.250619349499822 0.253224429471315 0.264629115674488 0.254736897822896 0.255340662385278 0.257455333152678 0.259244872535087 0.261377969729368 0.251141471666055 0.2475566911228 0.24835408678095 0.261896145564776 0.253599739810055 0.24011239821937 0.243144547241894 0.234190077732918 0.232313601066747 0.241742859148781 0.234254512353693 0.226645241418775 0.226420876654837 0.223563846923936 0.215830290947521 0.217734054973944 0.216047823699159 0.208840493600627 0.203236977534859 0.197130648049456 0.195948046367824 0.196727025910586 0.194250596469187 0.190894911173354 0.190667904969659 0.190697734600981 0.190466254726142
406.14 0.410807528019944 0.407568760751034 0.395232251049128 0.401785247425489 0.36486586397428 0.34940054355342 0.368575907715359 0.362172932706724 0.350385803764946 0.349702095356412 0.348010050260285 0.341443143127362 0.36564277892751 0.361010419137535 0.344068085259722 0.345113704474237 0.341665866303291 0.318084944572766 0.313227665004889 0.292970994363265 0.287909905183839 0.288180053644363 0.27172161924142 0.269644296393874 0.268061945403264 0.262093497449333 0.261336029174667 0.246808300709668 0.240354799402972 0.235990367791042 0.237860635538434 0.238972757459254 0.238925036613665 0.238276148452845 0.234740026424659 0.244153063957908 0.24685509299607 0.252198611037524 0.254512453473568 0.266636873497229 0.255743919175498 0.255658542229622 0.25705199597779 0.262215606188705 0.263033701132941 0.251618440428221 0.2471016681866 0.250057870483662 0.262496993242244 0.254539677664391 0.241159686312389 0.242682219569958 0.234534126845642 0.234607552425106 0.243842331390498 0.235059164362146 0.228517664846741 0.229543376187005 0.223977194819588 0.216792200457326 0.218938717705412 0.219185537783003 0.210784238402242 0.204703024674138 0.19667594386903 0.196927044241539 0.197604460124709 0.196013738500166 0.193155773333504 0.19113660625967 0.192677913334895 0.191103669627036
406.6 0.395959173923115 0.392205595846751 0.380126692350848 0.388446828172597 0.353527776367236 0.338352798659434 0.353688404766009 0.346294934087381 0.337123249603478 0.337094747584306 0.334415173885958 0.330374421218111 0.351215075839914 0.348952279307946 0.330018682625707 0.328988726883277 0.326958425946994 0.306659803175505 0.302680521672351 0.281559492358323 0.278862372409605 0.279115366389903 0.262138811693526 0.261983201050138 0.259292752256676 0.25020423528057 0.252334173876464 0.235457526977863 0.229461631105836 0.227678235262882 0.228350781390136 0.231020239080059 0.230787970625195 0.229609447567628 0.226445616081842 0.234302152998378 0.237576482074892 0.241955551697429 0.246229693241352 0.257704351274823 0.247295185408753 0.246319338448065 0.246890940547532 0.25134612338509 0.254522169356351 0.24207116142134 0.238513300916292 0.240462966289945 0.252791548103371 0.244507530172561 0.232065218163522 0.233041446663198 0.225799531954447 0.225229470467648 0.233814527579926 0.226365083394142 0.219112191543301 0.218453870445345 0.216283419497885 0.209641470473025 0.209988258340594 0.209754074687418 0.202080072520253 0.197206512861814 0.189700355536679 0.191625049599819 0.190286177774674 0.188026597229928 0.184518085876031 0.184349646193188 0.184165536487674 0.183760541894398
407.07 0.40408722732999 0.399616665695891 0.384537193016361 0.392969630572019 0.3594164450595 0.340934329534764 0.361110651220795 0.351089418313518 0.343817846738116 0.341801380686055 0.340214308156084 0.3346731171232 0.357125692741855 0.354577828680082 0.336306518982227 0.335170791977769 0.333532429841925 0.311268982246226 0.306477880658884 0.285579951903758 0.283629904958366 0.282992446123941 0.267113250455355 0.265339215940574 0.263302805731711 0.25741170343288 0.257226226303419 0.241177456624661 0.232831731618137 0.231409940409692 0.233363133523111 0.233614105068018 0.233789853547866 0.232146930271351 0.229704018215155 0.23837412627939 0.241481454570938 0.245492924419349 0.250861056769944 0.260724408774171 0.249747210990366 0.249313409599266 0.252951920281587 0.255355930675411 0.25929058758155 0.247003987595218 0.243549911895198 0.243870370953042 0.257468193494154 0.247761842277646 0.234708402723642 0.238664371181224 0.229357420628728 0.229502219230078 0.237038951607172 0.230280054003908 0.222173448726081 0.222424383974831 0.219490653777336 0.212426031121638 0.214405582651634 0.213202956336305 0.204743084866492 0.199510604262539 0.191993603557859 0.191866717256967 0.192779038293464 0.19068057297977 0.188725140361869 0.186536237535066 0.187728537182105 0.1869105789923
407.54 0.411909899215144 0.409113777819193 0.391858928779773 0.400358523773832 0.368119491261864 0.349336640824331 0.368074682588199 0.360057758212837 0.34970068588653 0.351548275692346 0.348398667168574 0.340088505499766 0.36519307698316 0.361197477290924 0.344243638597759 0.342984593061821 0.339240219443103 0.316941962699114 0.313551043627925 0.294683177000581 0.288774357275024 0.28984405637089 0.272810364368579 0.270889855481359 0.268322086844455 0.261645623910563 0.26113009856151 0.2464873781408 0.240265842029373 0.235075489278953 0.23710015357086 0.239803175633251 0.23818603027063 0.237250835611232 0.233498817514233 0.24257868742665 0.246348421966249 0.249684391445774 0.254975927476753 0.266319305841111 0.254456879320223 0.254981777512801 0.257689373887264 0.263381564441596 0.263458624761332 0.249219499068234 0.248147708916917 0.249449984778438 0.262805462512814 0.254716971516687 0.240661562683259 0.244052862405538 0.234376162592555 0.233077675256151 0.242749125506313 0.233299784812689 0.227619018141107 0.22711530950548 0.22422593270307 0.216109144956688 0.218701712800599 0.217689660633921 0.209710004172144 0.204700449745729 0.197079928200476 0.198211172148832 0.198090282552582 0.195425744438146 0.191939878653588 0.192048711411968 0.192050291000361 0.190870014183593
408 0.415932294944577 0.410803995726532 0.396936408845319 0.407326711472711 0.37198570244141 0.352989387379817 0.373730779773263 0.364219031811783 0.355420138901498 0.355113842488496 0.350882097468322 0.345607080184829 0.367531360875643 0.368068688044914 0.34636526417852 0.345019901484503 0.345173150395303 0.320931001981631 0.316930897541773 0.294591799089639 0.291457119301908 0.292040128349362 0.27389630932021 0.274747411643179 0.271205084123951 0.265213340261522 0.264161857090033 0.247236151200866 0.242621472652311 0.237179452763876 0.240553585429971 0.24097870779465 0.241328889723935 0.239442790035142 0.237542263932482 0.245068741293652 0.24854333150558 0.251785791307312 0.256573646118512 0.269086844035865 0.259288415885833 0.257989625933415 0.260740560145399 0.262721806714907 0.266025735444459 0.255107161127125 0.250540338087811 0.252048414971596 0.265564629371274 0.256268001432428 0.242437808780299 0.245201376000415 0.235999604696366 0.235250628050149 0.244069647173774 0.236716506892846 0.229355638609521 0.230977652239042 0.226175598993376 0.218739384529376 0.220546443130304 0.21864842474764 0.210263906174248 0.206862229511738 0.198230416106728 0.198711119901885 0.200871415311003 0.19602049538821 0.19404431582963 0.193270378478209 0.194596502264419 0.192456876583238
408.47 0.423008295084378 0.417406611803993 0.403024610015994 0.410407705333131 0.3752713032858 0.357385190779934 0.378118263259508 0.368443436028051 0.35801432994238 0.357967737898341 0.353462927271683 0.349862130441006 0.372109795876979 0.370636410388066 0.353713264672486 0.351402588597577 0.349440373203267 0.323929719016581 0.321793791425628 0.298807613884828 0.294980733745094 0.29534873582918 0.279644114307157 0.27790694328373 0.274335533126326 0.268488174998853 0.268158210600025 0.251813132258904 0.243940350183642 0.239525949352801 0.243414599650563 0.245820685279395 0.245290542250784 0.243646812639795 0.240754553838402 0.247000427144374 0.251748014688684 0.255671042158011 0.25928950820033 0.2729192281406 0.263192120324443 0.262424321465215 0.262684696173038 0.268632187918398 0.270630916338769 0.257879515863517 0.254800520157084 0.255254850563412 0.269971776519802 0.259169052623327 0.245486127984288 0.246729731235014 0.239716877915262 0.237510814874976 0.249035430102965 0.240227407423073 0.234017348594139 0.232136132307114 0.229416684231003 0.22105775760747 0.22307070344602 0.223671803148692 0.213631536651102 0.209789234604731 0.201659680174025 0.200611964656645 0.202527898544502 0.197767906654229 0.195377355273375 0.196033404789104 0.196884048233541 0.194732958253876
408.94 0.431649056001907 0.427676221399442 0.413728443204915 0.422130723241234 0.385562385413864 0.365760471787002 0.386778208023961 0.374987917644951 0.367197721684861 0.366700843260798 0.363899741816064 0.356765956360228 0.380876212958436 0.379624794053567 0.359024013826367 0.359728264499054 0.355306910809173 0.333492505424227 0.329515785865348 0.303816847217091 0.300241823469469 0.30169854426811 0.283973094854936 0.284067083770288 0.280216587348247 0.275162530897695 0.274750689437565 0.257302168865703 0.24922954126985 0.246546455989953 0.249005783919539 0.248724132767539 0.249427410461428 0.248050685712877 0.24629441808732 0.252587000185758 0.257319320389863 0.262333616862072 0.266925342974772 0.276909529695701 0.265989190183014 0.267040790342543 0.269813877745318 0.273130871561953 0.275035588378217 0.262712074153688 0.260276537333519 0.261543368344182 0.2745144107747 0.264950130386655 0.250234537300054 0.254051802895417 0.245395039648654 0.243182726830414 0.25269235114063 0.246224459641693 0.237010374678616 0.23744087067279 0.234934918567943 0.227107202884571 0.22940034633145 0.227409339488498 0.218806020412766 0.214950735204697 0.204644001338387 0.205576363293527 0.207462282597369 0.202909498501882 0.200194052648085 0.20018365063013 0.199492349400908 0.197116484399295
409.4 0.435357890508492 0.430471254463274 0.418959327005647 0.423232965558034 0.387006599107079 0.367914434495506 0.390026689812675 0.380360962465074 0.369023576841142 0.369123395158226 0.366429906874451 0.361948901864994 0.385127919513774 0.382575846442244 0.362358612894321 0.36325054299864 0.358608112638701 0.336390949920833 0.330395982735818 0.306369852232282 0.304417277791752 0.302053036981435 0.287370360473365 0.284427559784071 0.284990309449085 0.274213780759182 0.273759020387588 0.259766948303851 0.250707708647104 0.248131483198802 0.250321916835579 0.253109806560526 0.250123837454433 0.248719118312651 0.246510642673177 0.255533764947227 0.258431164242083 0.263751330164571 0.26871519293599 0.280466403244642 0.269882837318857 0.269711026795473 0.270578147508027 0.276073919002791 0.276331796789716 0.265235450847207 0.26194265260365 0.263764940811713 0.276277123146735 0.267914323265268 0.253195270052942 0.255065279734343 0.245988764051163 0.244924067445807 0.254231411908869 0.245987379456536 0.239931868402617 0.238091754670688 0.235582808405443 0.22773899339688 0.227723808308937 0.229608214744544 0.220557918557085 0.213861337728052 0.20828489107804 0.207544037072764 0.207778120347988 0.205110776211811 0.201197450492983 0.201078372993643 0.199340170489364 0.199388965772688
409.87 0.420053781499687 0.415506967242155 0.401714599064341 0.409590548748929 0.375552047111681 0.35618930340157 0.374398488926167 0.365796334728214 0.356111882909824 0.356705928778118 0.353364790477135 0.350188327792063 0.371426059623678 0.369549626677267 0.348881349086688 0.348239092235274 0.347271550225643 0.323343513670412 0.318167963001081 0.297791758710753 0.294088187052115 0.29374851704249 0.276214086702321 0.276960909470551 0.274556806373626 0.265673975850553 0.265341856787729 0.249701521938583 0.240988390788175 0.237202453285082 0.241306218661418 0.242928323160669 0.242973281738597 0.241936570176903 0.236883695071244 0.246725552295875 0.250569281195807 0.25520884621903 0.257632876019994 0.271833522861579 0.260263217820593 0.259054285314528 0.261226939668203 0.265788114951833 0.267727659807542 0.256789504789729 0.251516458440206 0.25333199248414 0.268399826915682 0.259199407296447 0.244346874613481 0.247615738689601 0.239242699456074 0.235792946724689 0.247205027923348 0.238910058548905 0.231431769887511 0.230242843836228 0.227722772533249 0.219849741833553 0.22139161307191 0.220432349606376 0.212550106093115 0.206810621550879 0.199368185512853 0.20120358865495 0.201997923267516 0.196236559105726 0.194834261609792 0.193938933885868 0.19250106433416 0.193103507105456
410.34 0.401349490073017 0.400562109906862 0.384868830367393 0.393352895643593 0.359456336011931 0.34205285450847 0.358514072044238 0.349845982189454 0.342370641568316 0.34050295824318 0.337650143929303 0.333166687753242 0.357008708854231 0.35365695281787 0.333865522136482 0.33292966250829 0.332602678133533 0.309442740090123 0.305297713454488 0.283292211483581 0.282025740972084 0.28012185787268 0.263916702766026 0.26416945768123 0.261612547166513 0.254305050508963 0.255189058098695 0.237821898585601 0.23277862315085 0.228754449102254 0.231140673817592 0.232070360073497 0.232659651439381 0.231304896367889 0.229248855334979 0.23714099512219 0.240320822145418 0.241355773108944 0.247174312304075 0.259390010088564 0.247991978939601 0.248671566648597 0.250533527519158 0.255035313429315 0.256521815422133 0.243734891404032 0.241247154588288 0.243655169960163 0.256602112048341 0.247413999396063 0.234252055717619 0.237626652489069 0.227825244284893 0.227036928796494 0.235824576875122 0.226529800564814 0.220574516984996 0.219549898234733 0.216440033529627 0.210884005437654 0.21166294704933 0.211072373098782 0.202946759701504 0.19784000726765 0.190910387412454 0.190770021428612 0.190920048481474 0.188474536978526 0.18641677712772 0.185702404360074 0.186167465530292 0.185190358847092
410.8 0.415473282330672 0.411945159057287 0.39656708428614 0.405797447690054 0.368976637668018 0.351668804326144 0.37070753908309 0.361022608268899 0.35128355957763 0.34980887572518 0.349014419073484 0.343095778177551 0.368330379976066 0.366464820292769 0.345074409153888 0.345433159291026 0.342328576459532 0.318869261053385 0.315424285315918 0.294489525138057 0.291438159070878 0.288943498637445 0.270710588672871 0.27254968685452 0.270199134884827 0.262973104544566 0.262504665242419 0.246918209805247 0.238349627651319 0.235456226402303 0.237679835193489 0.240261486801868 0.239200759245232 0.238159891804033 0.236637398222228 0.243669437061835 0.247510694049947 0.250675789506874 0.255826219914918 0.265926052506295 0.257360612709128 0.255580034026889 0.260163764399982 0.264383656883181 0.265152070050383 0.251381218807697 0.249253163755994 0.249331136463516 0.263387981753014 0.256472470566586 0.241029413259379 0.24320541588846 0.233774252898068 0.233366792464462 0.242478380526228 0.233898710737912 0.228664317769328 0.226787556589124 0.224221363793125 0.216684743503957 0.218430538191176 0.218868880777123 0.20949012636592 0.205334683583624 0.196317159654481 0.197396882666662 0.196838666962509 0.194654049160935 0.192707290293898 0.190434738272954 0.19092105428409 0.190798824658411
411.27 0.439384815292855 0.435109119900773 0.420609249055805 0.429019419440672 0.391424727978109 0.372886643280618 0.392162183516425 0.382243267473852 0.373168422158502 0.373113885374747 0.368066773134803 0.364851676897014 0.38882583804248 0.388286451052994 0.363837596593231 0.365770659228118 0.362934374272094 0.338386435308326 0.333862116247433 0.309288855127443 0.307202873602231 0.30564154932526 0.289786139512645 0.289003533420172 0.285764643145652 0.27967491188724 0.27689257561586 0.26146917214123 0.252206050533668 0.247977566852945 0.251471287594765 0.253975130687642 0.253975346978188 0.251421395919731 0.249797540069905 0.258544742087221 0.260960232737064 0.265467854670497 0.268217463808328 0.282413487476437 0.270218687099991 0.269337110147434 0.272656847768568 0.277149197040859 0.279524305091271 0.269285720958875 0.264486075774284 0.262621053545851 0.277740878868825 0.268759518332724 0.255501854867416 0.256517302029157 0.249401196768608 0.24591687979525 0.257587396726472 0.250414973933029 0.240680497291314 0.240904551791794 0.238157908810237 0.229082555182671 0.231612441594728 0.231076654340908 0.219466376086854 0.215235684185731 0.207497301190202 0.209651325297403 0.208307164298726 0.205859271885089 0.203842514632344 0.200738675942197 0.20138025831586 0.201810395534484
